200, 0.046627433227704844, 1.0, nan, 2.657944191901359, nan, nan, 0.0, 0.0, nan, 1.9721522630525295e-31, nan, nan
238, 0.04718458767327121, 0.9976878612716764, nan, 3.0200163673108746, nan, nan, 4.81482486096809e-35, 1.232595164407831e-32, nan, 1.9721522630525295e-31, nan, nan
283, 0.04325921487997168, 0.9983093829247676, nan, 3.04491079983794, nan, nan, 4.81482486096809e-35, 0.0, nan, 1.9721522630525295e-31, nan, nan
336, 0.039494741655235484, 0.9987397605545054, nan, 3.2036449924705854, nan, nan, 0.0, 1.232595164407831e-32, nan, 1.9721522630525295e-31, nan, nan
399, 0.035501338728308254, 0.9990379990379991, nan, 3.254026744736893, nan, nan, 4.81482486096809e-35, 0.0, nan, 0.0, nan, nan
474, 0.03337643597383856, 0.9989547038327526, nan, 3.2624992362539276, nan, nan, 4.81482486096809e-35, 0.0, nan, 1.9721522630525295e-31, nan, nan
564, 0.032510239445494644, 0.9987881725642269, nan, 3.250208057257429, nan, nan, 0.0, 1.232595164407831e-32, nan, 1.9721522630525295e-31, nan, nan
670, 0.03239992239539546, 0.9991702621971454, nan, 3.3391153409685606, nan, nan, 0.0, 4.930380657631324e-32, nan, 1.9721522630525295e-31, nan, nan
796, 0.034607975843398586, 0.9994714587737844, nan, 3.447017429090118, nan, nan, 0.0, 0.0, nan, 1.9721522630525295e-31, nan, nan
946, 0.03488713323459689, 0.9994933777230948, nan, 3.5022995842281714, nan, nan, 4.81482486096809e-35, 0.0, nan, 0.0, nan, nan
1125, 0.033916735081359, 0.9993793959453867, nan, 3.54003197341994, nan, nan, 4.81482486096809e-35, 1.232595164407831e-32, nan, 1.9721522630525295e-31, nan, nan
1337, 0.034072766108935566, 0.9993195329847431, nan, 3.552428841953035, nan, nan, 0.0, 1.232595164407831e-32, nan, 0.0, nan, nan
1589, 0.03410350677482148, 0.9991258304610617, nan, 3.5541332181162444, nan, nan, 4.81482486096809e-35, 4.930380657631324e-32, nan, 1.9721522630525295e-31, nan, nan
1888, 0.034282213665149726, 0.9991480038948394, nan, 3.5985529362031494, nan, nan, 4.81482486096809e-35, 0.0, nan, 0.0, nan, nan
2244, 0.032905618504387155, 0.9991095280498664, nan, 3.5521692199763573, nan, nan, 4.81482486096809e-35, 0.0, nan, 1.9721522630525295e-31, nan, nan
2667, 0.03294483988920454, 0.9990546686881299, nan, 3.5571766847094444, nan, nan, 4.81482486096809e-35, 0.0, nan, 0.0, nan, nan
3170, 0.033192338807199136, 0.999023467870849, nan, 3.550855509888046, nan, nan, 4.81482486096809e-35, 0.0, nan, 7.888609052210118e-31, nan, nan
3767, 0.03309249451685369, 0.9990424485206268, nan, 3.554834499194743, nan, nan, 0.0, 0.0, nan, 0.0, nan, nan
4477, 0.0335489291478201, 0.9990479706823793, nan, 3.5665320231273503, nan, nan, 4.81482486096809e-35, 0.0, nan, 1.9721522630525295e-31, nan, nan
5321, 0.033179742435475904, 0.999023097542296, nan, 3.5590530002232716, nan, nan, 4.81482486096809e-35, 1.232595164407831e-32, nan, 1.9721522630525295e-31, nan, nan
6325, 0.03376971061527146, 0.9990926000174849, nan, 3.584157806634567, nan, nan, 4.81482486096809e-35, 1.232595164407831e-32, nan, 0.0, nan, nan
7517, 0.03364974982256998, 0.9990901304787065, nan, 3.578822465211556, nan, nan, 4.81482486096809e-35, 1.232595164407831e-32, nan, 7.888609052210118e-31, nan, nan
8934, 0.03392707658256787, 0.9990926933767363, nan, 3.585795310044502, nan, nan, 4.81482486096809e-35, 1.232595164407831e-32, nan, 1.9721522630525295e-31, nan, nan
10618, 0.03399736837697746, 0.9990871331657021, nan, 3.585548606460498, nan, nan, 4.81482486096809e-35, 1.232595164407831e-32, nan, 1.9721522630525295e-31, nan, nan
12619, 0.03434932033746395, 0.9991009878067091, nan, 3.5935762215331826, nan, nan, 4.81482486096809e-35, 0.0, nan, 7.888609052210118e-31, nan, nan
14998, 0.03446842659269921, 0.9990987418248765, nan, 3.5975922075315525, nan, nan, 4.81482486096809e-35, 4.930380657631324e-32, nan, 0.0, nan, nan
17825, 0.034504445497325294, 0.999107283978969, nan, 3.6009407972172696, nan, nan, 4.81482486096809e-35, 1.232595164407831e-32, nan, 0.0, nan, nan
21185, 0.034395032393881045, 0.9991033894587567, nan, 3.5988416929179445, nan, nan, 4.81482486096809e-35, 0.0, nan, 1.9721522630525295e-31, nan, nan
25179, 0.03413687685583227, 0.9990978370180705, nan, 3.600961570395696, nan, nan, 0.0, 0.0, nan, 0.0, nan, nan
29925, 0.03407141544676511, 0.9991035929775223, nan, 3.598016712308005, nan, nan, 4.81482486096809e-35, 1.232595164407831e-32, nan, 1.9721522630525295e-31, nan, nan
35566, 0.03411623635538048, 0.9991037943479302, nan, 3.598212029663954, nan, nan, 4.81482486096809e-35, 1.232595164407831e-32, nan, 1.9721522630525295e-31, nan, nan
42270, 0.03408531530150682, 0.9991028061706047, nan, 3.5947015044552137, nan, nan, 4.81482486096809e-35, 0.0, nan, 0.0, nan, nan
50238, 0.0339217804690164, 0.9991005836197348, nan, 3.59266589085916, nan, nan, 0.0, 0.0, nan, 1.9721522630525295e-31, nan, nan
59708, 0.03407354611708706, 0.9991043962475368, nan, 3.598905395453099, nan, nan, 4.81482486096809e-35, 0.0, nan, 0.0, nan, nan
70963, 0.034125441358021105, 0.9991053514681252, nan, 3.6005030522695876, nan, nan, 4.81482486096809e-35, 0.0, nan, 0.0, nan, nan
84339, 0.03417314582773489, 0.9991058750147792, nan, 3.602430211260284, nan, nan, 4.81482486096809e-35, 4.930380657631324e-32, nan, 0.0, nan, nan
